student_id,name,grade,interests,strengths,weaknesses,learning_style,onboarding_completed
051a6777-e37a-4430-b0c0-ea3dd5e15a4a,Mira,6,History|English|Political Science,Political Science|Hindi|Chemistry,Mathematics,auditory,True
7651188c-2e33-4c0d-a80c-df31c5243ec8,Aadhya,8,Environmental Science|History|Chemistry|Physics|Psychology,Biology|English,Mathematics|Political Science,kinesthetic,True
a6918be9-0a60-4eb9-b7e1-2a480c8f3d85,Riya,6,Physics|History|Environmental Science,History|Physics|Psychology,Hindi|Chemistry,visual,True
a7a7d285-65cc-4dd9-bafc-a2c5ae339195,Aanya,1,Hindi|Mathematics|Geography|Music|Environmental Science,Music,Geography|Psychology,kinesthetic,True
72b756aa-9db4-4e14-91ef-a2d30233d004,Meera,5,Environmental Science|Mathematics|Biology|History,Geography|Music,Environmental Science|Art & Design,kinesthetic,True
ea11bc25-d512-42ef-aa91-dedf894b7b60,Sara,1,Music|Political Science,Mathematics,Hindi|Art & Design,reading,True
9c220410-ad28-4697-9520-a710aa9edf90,Kiara,11,Mathematics|Chemistry,Chemistry|Environmental Science,Physics|English,auditory,True
4d7ee83c-a66f-4c89-a552-7ce63e0afd8e,Kabir,3,Psychology|Environmental Science,Biology|History,Environmental Science,visual,True
d328411f-9a31-497b-be68-884ff1e31456,Aarav,12,Mathematics|Political Science|Environmental Science|Economics|Physics,History|Political Science,Geography,visual,True
885fdb0b-26ab-41d7-8d1c-8dbde8889889,Priya,8,Environmental Science|Economics|History|Geography|Chemistry,Economics|Chemistry|Art & Design,Physics,reading,True
38a02539-5d27-4d96-92e8-4c2eed29bb77,Krishna,8,Hindi|Economics|Art & Design|Biology|Computer Science,English|Computer Science,Psychology|Chemistry,kinesthetic,True
b8b7b9cb-7e88-4900-b651-331d2f29dbca,Aanya,9,Environmental Science|Art & Design|Geography|English,Art & Design|Geography|Political Science,Biology,reading,True
2f2b3797-d5eb-4d88-b927-ad4eb66fbd75,Rudra,10,Psychology|Political Science|Chemistry|Art & Design,Chemistry|Geography|Environmental Science,Psychology|Physics,reading,True
7e00fff6-ebf8-4d20-9a60-f9f10218efb1,Nisha,8,Economics|Psychology|Political Science|Art & Design|Hindi,Art & Design|Environmental Science|Geography,Hindi|Mathematics,visual,True
d2d537b2-f692-461a-926d-ba1d45e1a721,Tara,K,Chemistry|Mathematics|Political Science|Environmental Science|Biology,Music|Psychology,Computer Science,reading,True
f543f221-664b-4fad-bf7c-d4febff48915,Tanvi,2,Art & Design|Music,Biology|Music,Hindi,visual,True
0a732704-f949-4b51-a5b3-418d0e0e50a0,Vihaan,9,Art & Design|Political Science|Geography,Biology|Geography,Environmental Science|Music,kinesthetic,True
3417c8ec-a5d1-4005-ada6-3d904e7928c4,Kavya,6,Music|Political Science|English|Geography|Mathematics,Art & Design,Biology|Economics,kinesthetic,True
8b8bec78-932a-45dd-8c31-57818885b209,Tanvi,3,Music|Economics|Geography|Art & Design,Biology|Music|Art & Design,English,auditory,True
b70699de-1842-48a0-a5ca-72199cc385c7,Myra,10,Chemistry|Psychology,Geography|Physics|Hindi,Economics,reading,True
fb1544ba-d157-4c63-b10f-1971ccabf791,Aditya,2,Economics|Environmental Science|Computer Science,English,Music|Chemistry,auditory,True
541f026e-fc5f-4f98-8cd3-cdce9dbb7559,Anika,5,Music|Political Science,Environmental Science|Political Science|Computer Science,Art & Design|Economics,visual,True
a0fdb2de-9efa-448d-9c08-4e03729ffba3,Varun,12,Geography|Biology|Chemistry|Psychology,Music,Hindi,kinesthetic,True
3f155382-a9e6-4917-838b-8e489de307b1,Kiara,1,Biology|Psychology|Political Science|English,English|Computer Science,Psychology,kinesthetic,True
e392c23d-f239-4b14-9097-665a448e1d43,Tara,8,Physics|Political Science,History|Biology,Mathematics,reading,True
8a77bcf5-3f26-4853-ba0e-1228b3284a11,Tanvi,6,Hindi|Computer Science,Art & Design|Computer Science|Mathematics,Political Science|Psychology,kinesthetic,True
00eb144d-caa4-4696-9fff-d7fade085247,Arjun,K,Psychology|Political Science|Biology|English,Physics|Psychology|Chemistry,Music,auditory,True
5d00d7c0-4c63-477e-94bd-0fc9eae9d4e7,Ahana,10,Environmental Science|Political Science|Hindi,Biology,Art & Design|Physics,auditory,True
84d088c1-ca38-418b-84db-9b4821ca761f,Arnav,K,Art & Design|English|Mathematics|Physics|Psychology,Chemistry,Economics|Physics,auditory,True
d5bfef53-50ff-4a26-a9c0-e4451afc74c1,Aarav,4,Hindi|History|Political Science|Psychology|Art & Design,Mathematics|Hindi,Political Science,visual,True
61fb49f0-c22f-4739-b2c6-5ce3b2ef5d34,Tara,12,Art & Design|Environmental Science,English,Computer Science,reading,True
34d55e0a-6902-4fc1-a425-ba90168ed289,Ananya,9,Computer Science|Music,Hindi|Psychology,Geography,auditory,True
97b5ae3e-b169-4139-9ac9-cd7d7617dd4c,Pooja,2,Music|Psychology|Geography|Computer Science|Political Science,Computer Science,Mathematics|Economics,auditory,True
590dccda-48af-4852-ae61-7eec63aba9f5,Aanya,1,Mathematics|Economics,Hindi|Geography|Environmental Science,Computer Science,reading,True
d03dbe8a-48ba-461f-814c-9e28e198eedf,Diya,3,Psychology|Political Science|Geography|Chemistry|Art & Design,Biology,Computer Science|Physics,visual,True
134b4e4d-5fe4-4da5-94c3-0c48994d5288,Om,12,Political Science|Geography|Physics|Computer Science|Psychology,Computer Science,Biology,kinesthetic,True
e719ed7d-c36c-4770-a9c1-e85018d97cd7,Rohan,5,Chemistry|Political Science|Environmental Science|Biology,Computer Science,Biology,kinesthetic,True
b2b2ca30-44cf-4cf6-9cad-afa5e6f9eded,Ananya,7,Economics|Political Science|Computer Science|Art & Design,Chemistry|Economics|Environmental Science,Hindi|History,visual,True
9fed5260-9bae-41ad-b5c6-61951268699c,Om,5,Music|Biology|Art & Design,Political Science|Hindi|Computer Science,Chemistry|Environmental Science,reading,True
1abb0778-fb44-4460-ab87-52d85e955f56,Krishna,7,History|English|Music|Computer Science|Psychology,Physics|Chemistry|Political Science,Hindi,auditory,True
671e6c95-d8a8-44a9-9263-de1f2539d1c4,Shreya,4,Art & Design|Physics,Environmental Science,Psychology,kinesthetic,True
026d895e-8435-4e5e-9d59-1b3ebd5f8d36,Meera,12,Psychology|Mathematics|Geography,Geography|Psychology,Art & Design|Chemistry,kinesthetic,True
a5395b2d-ebca-4936-bea7-39c7fab5fc26,Yash,3,Chemistry|History|Geography|Music,Hindi,Economics|Mathematics,auditory,True
fb050dbb-cc3a-471f-8d09-0a6424365cfd,Om,12,Music|Geography|Chemistry,Chemistry|Psychology,Music,kinesthetic,True
3eccb968-859f-4608-bf27-b11ef5af6d21,Aditya,5,Biology|Music,Biology|Physics,History|English,auditory,True
752b5f65-633f-4768-af36-1cdeae728f24,Nisha,8,Hindi|History|Environmental Science|Mathematics,Political Science,Physics|Music,reading,True
92488692-7402-4530-9406-7669294affa0,Arjun,11,Economics|Geography|Psychology|Chemistry,Political Science|Hindi,Art & Design|Music,reading,True
200d847c-c0bf-46b6-b4fd-f4238d827424,Karan,6,Geography|Hindi|English,History|Music,Political Science|Mathematics,auditory,True
93be1239-a964-4a07-a811-32a9511301c2,Meera,7,Biology|Physics|Geography,Computer Science|Biology|Chemistry,English,visual,True
ee669463-eb90-4fb9-909a-c05b7fb51ac9,Shreya,10,Hindi|Music|English,Physics|History|Political Science,Economics|Computer Science,auditory,True
652f1341-82e4-43b7-ba47-96f79bac316a,Ishaan,10,Mathematics|Biology|Psychology|Chemistry|Economics,Chemistry|Psychology|Political Science,Art & Design,visual,True
743eb258-3bcf-4bbb-8f8c-e869db7d70eb,Tanvi,2,Psychology|Chemistry|Geography|Hindi,Economics|Political Science|Mathematics,Chemistry|Computer Science,kinesthetic,True
9dada8cf-f4e5-4fd3-8598-0f5243cf5497,Yash,7,Biology|Environmental Science|Hindi,Chemistry|Music|Economics,Art & Design,reading,True
16171a54-77ff-4283-aaca-d19849aba877,Reyansh,2,Psychology|History|Economics|Music,Biology,History|Chemistry,visual,True
04934e47-3ded-47f0-8151-56c31149571b,Varun,3,Environmental Science|Chemistry|Economics|Physics|Psychology,Psychology|Economics,Environmental Science,visual,True
fc2c90b0-4360-4848-8ea1-9338cc903f6e,Jai,1,Political Science|Chemistry|Economics|Geography|Mathematics,Political Science|Hindi|Geography,English|Mathematics,kinesthetic,True
7968e28f-18e9-4d13-ae12-06e5baab2965,Krishna,3,Music|Psychology|Hindi|English|Economics,Psychology|Music|Art & Design,Hindi,reading,True
630d174c-2e58-4824-9ffa-67171be99c2f,Aarav,7,Psychology|Environmental Science|Physics,Economics|Geography,Computer Science|Biology,visual,True
b96644a9-ec21-458e-89a3-35a3ecbbfdac,Reyansh,9,Geography|Mathematics,Political Science|Biology,History|Hindi,auditory,True
d13c0cc0-f509-464d-a51f-4e7b78e8f4d6,Pooja,6,Computer Science|Environmental Science|Geography|Hindi,English|Economics|Computer Science,Biology|Geography,kinesthetic,True
0835d0da-49e7-412e-9b69-688da22998f4,Yash,2,Geography|Psychology|History|Computer Science,Economics|English,Environmental Science|Chemistry,visual,True
dc0435f2-6016-4bc2-a434-b55e6633eeb8,Rahul,11,History|Music|Art & Design,Physics,Economics,reading,True
513bba75-7d24-4b19-a395-dfa3cddd88cd,Laksh,12,Chemistry|Hindi,Mathematics|Music|Physics,Economics,kinesthetic,True
36139039-61e8-47b2-8ae1-8c4439ded02e,Priya,1,Computer Science|Biology,Physics|Economics,Environmental Science,kinesthetic,True
79598bf7-9c57-4556-b6a0-2dda862a4bd3,Nisha,9,Art & Design|Economics|Mathematics|Chemistry,History|Psychology|Mathematics,Music,reading,True
c559d86f-dc58-42a5-9e20-16a550dba1fc,Aditya,3,Music|Economics,Geography|Art & Design|Biology,Environmental Science,reading,True
07159900-b533-4de3-ba23-8c75b0fa4e3b,Rahul,3,Chemistry|Physics,Music|Hindi,Art & Design|History,auditory,True
25932545-1d88-4722-8936-06643336bd84,Sara,8,Art & Design|Psychology,Psychology,Geography,reading,True
eafda730-261d-47a9-abf5-9f8a06481add,Karan,5,Biology|Economics|Psychology|History,Economics|Mathematics,Biology|History,visual,True
df45d35a-533c-4162-a822-d8ff8781be6f,Pari,8,Geography|Computer Science,Physics|Music,Economics|Political Science,kinesthetic,True
41ffb463-f5a6-41c5-a188-7a3f700344c7,Arjun,6,Music|Biology|Psychology|English|History,History|Economics|Mathematics,Chemistry|English,kinesthetic,True
7ce81fea-ca0b-489f-84fc-6fd2cde898d2,Pari,10,Political Science|Art & Design|Biology,Hindi|English,Environmental Science,auditory,True
d7e5afed-a55a-4aee-81eb-2569b5fd4993,Rohan,4,Hindi|Political Science,Environmental Science|English|Physics,Economics,reading,True
f015a309-6199-4ede-8ee8-4aaaa77151b2,Isha,3,Chemistry|Art & Design|Political Science|Biology,Art & Design|Biology,Environmental Science,reading,True
9f8affef-ebd4-4dfa-9a1f-34254d58c000,Sai,3,Biology|Environmental Science|Psychology,English|Chemistry|Music,Physics,kinesthetic,True
214564b8-b9da-4055-868a-eae025b964c3,Riya,9,Music|Environmental Science,Mathematics|Environmental Science|History,Art & Design|Hindi,reading,True
4c21bd2e-b8af-49fc-9745-e7d339807a14,Nisha,7,Music|Geography|Computer Science,Biology|Music,Mathematics,kinesthetic,True
801a6868-29f0-417b-a9f2-fa06b906ee14,Ayaan,7,Geography|English,Environmental Science|Political Science,History,kinesthetic,True
7581b6d9-57ff-49aa-9831-524d940a8756,Meera,5,Mathematics|Political Science,Hindi,English,reading,True
b0824af4-4230-4d31-b8e3-f47f8036c525,Neha,2,Biology|Computer Science|History|Economics,English|Chemistry,Geography|Computer Science,reading,True
0e6b4066-551c-4214-94f7-cc859f3d07a4,Aryan,5,Computer Science|History|Chemistry|Economics|Music,Political Science|Biology|Physics,English|Art & Design,kinesthetic,True
2b220d97-f631-4712-b82f-7d2fbf9ee71c,Riya,3,Music|Art & Design|Chemistry,Music|Mathematics,History,auditory,True
d33b7cc0-60df-4241-926a-908de78af3d2,Vihaan,10,Music|History|Computer Science|Psychology,Environmental Science|Economics|Mathematics,Chemistry|Biology,auditory,True
4a8606ad-6b4b-4906-a1d5-c348998e2a44,Neha,4,Environmental Science|Political Science|Physics|History|English,English|Psychology,Hindi|Mathematics,visual,True
2e1381fa-d66c-4ef0-8168-1ef8a60efd8b,Tara,5,Economics|Psychology|Political Science,Geography|Chemistry|Music,Hindi|Psychology,kinesthetic,True
8d50a0e4-3f65-4b69-8858-883371a66d67,Kabir,12,Psychology|Physics|Hindi|Economics|Computer Science,Political Science|Chemistry,Music,kinesthetic,True
189dd3b1-e651-4e30-91f6-298d010cb0f0,Sanya,10,Environmental Science|Physics|Psychology|Chemistry|English,English,Art & Design|Computer Science,reading,True
49b63e39-290c-4007-ad34-6c3139b58210,Krishna,9,Computer Science|History|Music|English|Economics,History|Hindi|Chemistry,Mathematics,auditory,True
22ce7ddb-0a04-4eea-9926-aaab4fb89fc5,Arjun,10,Art & Design|Psychology|Environmental Science|Physics,Chemistry,Physics|Psychology,kinesthetic,True
a1108901-1097-4cab-92ee-f83c41d94db1,Pari,8,Mathematics|Music,Geography|Music,Physics,auditory,True
e45e5097-5a27-42c7-af2e-06fdfa9a1a21,Ananya,1,Computer Science|Biology|Environmental Science|Art & Design|Psychology,Political Science|Chemistry,Economics,visual,True
7c37cb3e-7938-4708-8afe-ea65055e1fde,Diya,K,Environmental Science|English|History|Music,Psychology|Computer Science|Geography,Chemistry|Political Science,kinesthetic,True
ffa0d32e-363e-45d3-9df3-fe9747360958,Sai,10,Geography|Political Science|Environmental Science|Psychology|Computer Science,History|Geography,Psychology,kinesthetic,True
e7a4f584-e0d3-4486-9aca-3916b2298dc7,Sara,4,Hindi|Computer Science|Chemistry|Environmental Science,Mathematics,Hindi,kinesthetic,True
28611178-21e0-4240-b490-682be0858dca,Laksh,8,Art & Design|History,Computer Science|Mathematics,Psychology|Hindi,auditory,True
0c04bc50-3c05-4ddb-83ec-25d7575ca356,Ananya,12,Geography|English,Hindi,History|Biology,kinesthetic,True
da2bbd3a-5341-4a45-b24b-9839d858ef2b,Ahana,6,Computer Science|Physics|Hindi,Biology|Geography|Music,English|Environmental Science,reading,True
3d81b194-ee58-4ff4-8944-89726532a6b6,Dev,6,Environmental Science|Physics|Chemistry,Computer Science,Art & Design,kinesthetic,True
bbf60f59-27f3-4eee-9161-a07590bb5223,Sanya,4,Biology|English|Mathematics|Chemistry|Music,Mathematics|Chemistry|Physics,History|English,kinesthetic,True
c731c3cf-cf51-4562-8313-dad72e8c6656,Neha,11,Biology|Physics,Mathematics,Computer Science|Hindi,reading,True
30cfa30a-5e42-4f8d-9782-c3363644346e,Myra,12,English|History|Art & Design|Mathematics|Psychology,Environmental Science,Mathematics,kinesthetic,True
15fcd37c-6b78-4e44-b170-11c48bf3ced9,Kavya,1,Chemistry|Biology|Computer Science|Hindi|Mathematics,Music,Hindi,kinesthetic,True
0a92204c-e924-460e-b8fc-1c80426f368e,Priya,3,Biology|History,Music|Physics|Geography,Economics,reading,True
d8f23e4f-cd9a-439c-b5c8-8e5446ea16cb,Zara,5,Political Science|Art & Design|Mathematics,Psychology|Geography|Environmental Science,Computer Science,reading,True
d1fb404f-61c6-4b79-9129-288e8dd3f823,Ananya,3,Psychology|Mathematics|Political Science|Biology,Biology,Hindi|Mathematics,reading,True
14a42786-42fb-441e-aa7b-04ad93b579d0,Jai,9,Hindi|Music,Mathematics,Political Science,kinesthetic,True
5945905e-2bea-4f25-8ed1-544371512718,Kiara,11,English|Music|Physics,Chemistry,Physics|Art & Design,reading,True
f790a188-0b6c-4c12-b2df-5da412ea424b,Riya,12,Mathematics|English,Chemistry|Art & Design|Geography,Biology,auditory,True
f72cc99b-b1dd-4be4-84fa-6cd6c6955ae0,Krishna,5,Music|History|Art & Design|Biology,Art & Design,English|Music,reading,True
d1a6d466-3072-4d45-8de4-7b29a5791015,Anika,K,Art & Design|History|Geography|Computer Science|Music,History|Biology|Economics,Art & Design,reading,True
833d095c-b82e-4de1-b729-f70a6b8c5ebe,Sara,11,Computer Science|Environmental Science|Economics|Geography|Chemistry,Geography,History,reading,True
6af9d21d-69d2-4b22-9cb2-68d03197322d,Meera,8,History|Mathematics|Music|Political Science,Hindi|Art & Design|Chemistry,Music,auditory,True
33a92f9c-84f6-4f06-8187-fc536cb16abf,Ishaan,5,Political Science|Geography,Biology|Geography,Psychology|Political Science,reading,True
1d236a58-7762-4063-aaea-a6feffd29754,Saanvi,5,Political Science|English|Physics|Music|Geography,Physics|Mathematics|Chemistry,Biology,visual,True
